project_name,version,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
apache-jmeter,3.3,108,301,16,243,7525,126,68,113,31,37,1,19,17,13,118,83,82,107,25,0,83,0,150,1337,92,21,38,21,36,355,277,319,72,225,8,7,6,9,680,1025
apache-jmeter,4.0,108,301,16,250,7525,126,69,115,31,37,1,19,17,13,118,88,88,107,25,0,88,0,150,1337,92,21,38,21,36,355,277,319,72,225,8,7,6,11,680,1025
apache-jmeter,5.0,116,307,16,259,8003,131,69,119,31,38,1,19,17,13,118,88,88,107,25,0,88,0,150,1359,96,21,38,21,36,368,277,329,72,225,8,7,6,11,682,1025
apache-jmeter,5.1.1,116,297,16,261,8125,132,72,119,31,39,1,19,17,13,118,93,93,107,27,0,93,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025
apache-jmeter,5.1,116,297,16,260,8125,132,71,119,31,39,1,19,17,13,118,92,92,107,27,0,92,0,154,1328,97,21,38,21,36,368,277,329,72,225,8,7,6,11,680,1025
apache-log4j,1.2.14,30,171,11,210,4840,104,12,48,13,82,0,4,6,11,33,30,20,17,28,0,30,0,59,1127,65,23,26,10,14,105,108,186,45,155,8,32,8,0,442,1025
apache-log4j,1.2.15,31,171,11,210,4840,104,12,48,13,82,0,4,6,11,36,32,20,16,28,0,32,0,80,1127,65,23,26,10,14,117,118,186,45,155,8,32,8,0,442,1025
apache-log4j,1.2.16,33,223,11,210,4840,123,97,122,13,82,0,4,8,11,37,33,20,16,28,0,33,0,275,1157,65,23,26,10,23,325,118,190,45,190,8,32,8,0,445,1025
apache-log4j,1.2.17,33,223,11,210,4840,123,97,122,13,82,0,4,8,11,37,33,20,16,28,0,33,0,275,1157,65,23,26,10,23,325,118,190,45,190,8,32,8,0,447,1025
apache-log4j,1.2.2,28,171,11,211,4944,105,12,48,13,83,0,4,6,11,33,30,20,17,28,0,30,0,64,1142,66,23,26,10,14,114,101,187,42,157,8,33,8,0,447,1025
apache-log4j,1.2.3,28,171,11,211,4944,105,12,48,13,83,0,4,6,11,33,30,20,17,28,0,30,0,64,1142,66,23,26,10,14,114,101,187,42,157,8,33,8,0,447,1025
apache-log4j,1.2.4,28,171,11,211,4944,105,12,48,13,83,0,4,6,11,33,30,20,17,28,0,30,0,64,1142,66,23,26,10,14,114,101,187,42,157,8,33,8,0,447,1025
apache-log4j,1.2.6,28,171,11,210,4840,104,12,48,13,82,0,4,6,11,33,30,20,17,28,0,30,0,64,1127,65,23,26,10,14,114,101,186,42,155,8,32,8,0,442,1025
apache-log4j,1.2.7,28,171,11,210,4840,104,12,48,13,82,0,4,6,11,33,30,20,17,28,0,30,0,64,1127,65,23,26,10,14,114,101,186,42,155,8,32,8,0,442,1025
apache-log4j,1.2.9,29,171,11,210,4840,104,12,48,13,82,0,4,6,11,33,30,20,17,28,0,30,0,62,1127,65,23,26,10,14,110,101,186,42,155,8,32,8,0,442,1025
apache-maven,3.3.8,82,641,6,401,20910,205,18,165,30,204,0,2,3,2,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,206,271,75,253,10,4,7,0,423,1025
apache-maven,3.3.9,82,641,6,401,20910,205,18,165,30,204,0,2,3,2,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,206,271,75,253,10,4,7,0,423,1025
apache-maven,3.5.0,82,641,6,401,20910,205,18,165,30,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,223,271,81,253,10,4,7,0,424,1025
apache-maven,3.5.1,82,641,6,401,20910,205,18,165,32,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,245,271,89,253,10,4,7,0,424,1025
apache-maven,3.5.2,82,641,6,401,20910,205,18,165,32,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,245,271,89,253,10,4,7,0,424,1025
apache-maven,3.5.3,82,641,6,401,20910,205,24,165,32,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1212,277,271,86,253,10,4,7,0,424,1025
apache-maven,3.5.4,82,641,6,401,20910,205,24,165,32,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1215,277,271,86,253,10,4,7,0,437,1025
apache-maven,3.6.0,82,641,6,401,20910,205,24,165,32,204,0,2,3,5,50,33,33,50,12,0,33,0,88,2600,118,38,114,18,92,1215,280,271,88,253,10,4,7,0,437,1025
apache-maven,3.6.1,82,661,6,416,21945,210,24,165,32,209,0,2,3,5,50,34,34,50,12,0,34,0,94,2676,118,38,119,18,92,1215,284,276,89,258,10,4,7,0,437,1025
apache-maven,3.6.2,93,573,6,402,22366,212,24,165,40,209,0,2,3,5,50,34,34,50,12,0,34,0,94,2633,118,28,120,18,92,1215,284,237,77,167,10,4,19,0,437,1025
apache-spark,2.3.0,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.3.1,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.3.2,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.3.3,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.3.4,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.4.0,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.4.1,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.4.2,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.4.3,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-spark,2.4.4,92,265,108,230,3876,91,27,91,25,15,4,39,32,7,35,22,16,31,33,0,35,0,692,14414,138,43,61,25,28,679,847,362,156,345,7,21,281,49,493,1025
apache-tomcat,9.0.21,68,1013,69,495,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,119,192,235,952,1680,638,103,418,8,16,39,13,1054,1025
apache-tomcat,9.0.22,68,1013,69,495,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,120,192,235,952,1680,638,103,418,8,16,39,13,1054,1025
apache-tomcat,9.0.23,69,1013,69,495,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,120,192,235,952,1680,638,103,418,8,16,39,13,1057,1025
apache-tomcat,9.0.24,69,1013,69,495,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,120,192,235,952,1680,638,103,418,8,16,39,13,1057,1025
apache-tomcat,9.0.25,69,1013,69,494,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,120,192,235,952,1680,638,103,418,8,16,39,13,1057,1025
apache-tomcat,9.0.26,69,1013,69,494,50792,325,54,303,112,40,4,19,53,46,153,153,153,133,98,0,153,0,317,4331,313,124,120,192,235,952,1680,638,103,418,8,16,39,13,1057,1025
apache-tomcat,9.0.6,68,1013,69,486,46640,312,54,290,112,36,4,19,53,46,152,152,152,127,94,0,152,0,317,4251,309,123,98,188,235,900,1680,624,103,409,9,16,39,8,1029,1025
apache-tomcat,9.0.7,68,1013,69,486,47259,314,54,292,112,36,4,19,53,46,152,152,152,128,94,0,152,0,317,4331,309,123,98,188,235,900,1680,627,103,411,9,16,39,8,1032,1025
apache-tomcat,9.0.8,68,1013,69,486,47958,316,54,294,112,36,4,19,53,46,152,152,152,129,94,0,152,0,317,4331,309,123,129,188,235,900,1680,629,103,412,9,16,39,8,1037,1025
apache-tomcat,9.0.9,68,1013,69,486,48585,318,54,296,112,36,4,19,53,46,152,152,152,130,96,0,152,0,317,4331,309,123,119,188,235,900,1680,631,103,413,9,16,39,8,1047,1025
rzwitserloot-lombok,1.16.22,146,461,10,211,5245,143,101,120,40,12,2,10,4,1,70,69,59,70,7,0,70,0,234,1410,165,56,86,18,62,733,170,440,41,259,7,59,9,8,607,1025
rzwitserloot-lombok,1.16.4,147,409,10,185,5124,143,81,120,27,14,2,6,4,1,70,69,47,70,7,0,70,0,209,1455,143,54,71,60,57,678,156,403,40,236,7,47,8,4,575,1025
rzwitserloot-lombok,1.16.6,147,409,10,189,5439,143,83,120,27,14,2,6,4,1,70,69,48,70,7,0,70,0,209,1495,143,54,71,63,57,722,156,403,40,236,7,48,9,4,577,1025
rzwitserloot-lombok,1.16.8,147,409,10,189,3962,144,83,121,40,14,2,6,4,1,70,69,51,70,7,0,70,0,209,1328,143,54,71,20,59,722,156,403,40,236,7,51,9,8,583,1025
rzwitserloot-lombok,1.18.0,146,464,10,212,5348,143,102,120,40,12,2,10,4,1,70,69,62,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,62,9,8,612,1025
rzwitserloot-lombok,1.18.10,149,555,11,227,6662,143,114,120,42,12,2,12,4,1,73,72,70,73,7,0,73,0,284,1733,212,73,100,19,65,755,203,529,53,324,7,70,9,12,623,1025
rzwitserloot-lombok,1.18.2,146,464,11,212,5348,143,102,120,40,12,2,10,4,1,70,69,64,70,7,0,70,0,234,1417,167,56,87,18,63,733,170,442,41,261,7,64,9,8,612,1025
rzwitserloot-lombok,1.18.4,147,522,11,221,5987,143,108,120,40,12,2,11,4,1,70,69,64,70,7,0,70,0,270,1635,198,66,95,19,64,733,196,498,48,301,7,64,9,8,629,1025
rzwitserloot-lombok,1.18.6,149,526,11,219,6097,143,109,120,42,12,2,12,4,1,73,72,65,73,7,0,73,0,271,1644,200,67,95,19,65,734,196,500,48,303,7,65,9,8,613,1025
rzwitserloot-lombok,1.18.8,149,551,11,221,6433,143,112,120,42,12,2,12,4,1,73,72,66,73,7,0,73,0,277,1699,210,72,106,19,65,734,203,511,51,313,7,66,9,8,619,1025
apache-tika,1.20,63,323,79,167,3641,87,49,85,30,38,0,7,6,7,112,71,48,109,7,0,79,0,293,1395,63,43,53,30,131,1564,194,302,124,293,8,15,33,2,668,1025
apache-tika,1.21,68,325,79,175,3641,87,50,86,30,38,0,7,6,7,112,72,48,110,7,0,80,0,295,1403,64,43,54,30,131,1564,194,303,124,294,8,15,33,2,668,1025
apache-tika,1.22,68,345,79,175,3641,87,50,86,31,38,0,7,6,7,117,76,48,116,7,0,84,0,295,1403,64,43,55,30,131,1564,198,303,124,294,8,15,33,2,668,1025
apache-tika,1.2,52,246,120,101,1223,50,49,50,27,38,0,2,6,5,108,71,48,99,6,0,78,0,87,1245,40,43,45,18,131,1578,205,232,95,134,7,17,45,0,668,1025
apache-tika,1.3,52,256,120,101,1223,50,49,50,27,38,0,2,6,5,108,71,48,100,6,0,78,0,91,1245,42,43,45,20,131,1578,205,232,95,140,8,17,45,0,668,1025
apache-tika,1.4,52,292,120,101,1223,51,49,50,32,38,0,2,6,5,112,71,48,107,6,0,78,0,91,1245,42,43,45,21,131,1576,205,237,95,148,8,17,45,0,668,1025
apache-tika,1.5,52,293,120,101,1496,57,49,50,32,38,0,2,6,5,112,71,48,107,6,0,78,0,91,1245,43,43,45,21,131,1582,205,237,95,154,8,17,45,0,668,1025
apache-tika,1.6,52,318,120,103,1553,58,49,50,30,38,0,2,6,5,112,71,48,109,6,0,79,0,91,1245,43,43,53,21,131,1576,205,245,95,181,8,17,45,0,668,1025
apache-tika,1.7,52,318,120,105,1853,63,49,52,30,38,0,2,6,5,112,71,48,109,6,0,79,0,129,1245,43,43,53,25,131,1576,194,249,92,190,8,17,45,0,668,1025
apache-tika,1.8,52,319,120,122,1980,65,49,54,30,38,0,4,6,5,112,71,48,109,6,0,79,0,129,1245,43,43,53,26,131,1584,194,296,92,217,8,17,45,0,668,1025
alibaba-fastjson,1.2.52,58,1282,12,254,19700,200,77,200,27,13,0,14,41,0,6664,32,6664,100,18,0,27,0,207,6667,332,107,536,32,340,753,720,1584,769,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.54,58,1282,12,254,19700,200,77,200,27,13,0,14,41,0,6664,32,6664,100,18,0,27,0,208,6667,332,107,536,32,340,753,720,1584,769,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.55,58,1296,12,265,19700,200,83,200,27,13,0,14,41,0,6664,32,6664,100,18,0,27,0,221,6667,339,108,544,32,348,753,720,1614,775,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.56,58,1296,12,266,19700,200,84,200,27,13,0,14,41,0,6664,34,6664,100,18,0,27,0,222,6667,339,108,544,33,348,753,720,1614,775,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.57,58,1300,12,272,19700,200,87,200,27,13,0,14,42,0,6664,40,6664,100,18,0,27,0,232,6667,340,108,546,38,349,752,720,1615,775,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.58,58,1300,12,272,19700,200,89,200,27,13,0,14,42,0,6664,40,6664,100,18,0,27,0,240,6667,340,108,546,38,349,752,720,1615,775,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.59,58,1300,12,272,19700,200,89,200,27,13,0,14,42,0,6664,40,6664,100,18,0,27,0,240,6667,340,108,546,38,349,752,720,1615,775,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.60,58,1304,12,285,19700,200,93,200,27,13,0,14,42,0,6664,40,6664,100,18,0,27,0,257,6667,340,108,546,42,362,752,721,1618,777,6664,11,11,30,0,6666,1025
alibaba-fastjson,1.2.61,58,1306,12,286,19700,200,93,200,27,13,0,14,42,0,6664,40,6664,100,18,0,27,0,258,6667,340,108,546,42,363,752,721,1617,777,6664,11,11,30,0,6666,1025
alibaba-fastjson,2.1.40,58,1273,12,233,19700,200,66,200,27,12,0,14,41,0,6664,30,6664,100,18,0,27,0,183,6667,330,107,535,31,336,753,713,1583,769,6664,9,11,23,0,6666,1025
activiti-activiti,7.1.75,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.76,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.77,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.78,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.79,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.80,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.81,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.82,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.83,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
activiti-activiti,7.1.84,299,618,8,243,83844,413,25,410,11,32,1,51,1,3,254,254,254,30,168,0,254,0,79,2725,343,55,117,49,68,1161,940,400,291,266,9,23,16,74,799,1025
bumptech-glide,4.3.0,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.3.1,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.4.0,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.5.0,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.6.0,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.6.1,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.7.0,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
bumptech-glide,4.7.1,119,146,20,138,2726,90,26,82,19,5,0,4,30,18,47,27,8,47,36,0,27,0,240,931,116,19,40,9,75,489,506,211,111,130,5,13,6,0,520,1025
