name,version,n_clusters,affinity,linkage,n_MoJo,mojoFM
apache-storm,1.1.1,100,manhattan,single,1619,21.216545012165454
apache-storm,1.1.1,100,cosine,complete,1607,21.800486618004868
apache-storm,1.1.1,100,cosine,average,1650,19.70802919708029
apache-storm,1.1.1,100,cosine,single,1584,22.919708029197082
apache-storm,1.1.1,150,euclidean,complete,1600,22.141119221411188
apache-storm,1.1.1,150,euclidean,average,1616,21.3625304136253
apache-storm,1.1.1,150,euclidean,single,1580,23.114355231143556
apache-storm,1.1.1,150,l1,complete,1600,22.141119221411188
apache-storm,1.1.1,150,l1,average,1594,22.433090024330905
apache-storm,1.1.1,150,l1,single,1591,22.57907542579075
apache-storm,1.1.1,150,l2,complete,1598,22.238442822384428
apache-storm,1.1.1,150,l2,average,1616,21.3625304136253
apache-storm,1.1.1,150,l2,single,1580,23.114355231143556
apache-storm,1.1.1,150,manhattan,complete,1602,22.043795620437955
apache-storm,1.1.1,150,manhattan,average,1596,22.33576642335766
apache-storm,1.1.1,150,manhattan,single,1593,22.48175182481752
apache-storm,1.1.1,150,cosine,complete,1598,22.238442822384428
apache-storm,1.1.1,150,cosine,average,1612,21.557177615571778
apache-storm,1.1.1,150,cosine,single,1579,23.163017031630172
apache-storm,1.1.2,50,euclidean,complete,675,67.15328467153286
apache-storm,1.1.2,50,euclidean,average,922,55.13381995133819
apache-storm,1.1.2,50,euclidean,single,517,74.84184914841849
apache-storm,1.1.2,50,l1,complete,626,69.53771289537714
apache-storm,1.1.2,50,l1,average,565,72.50608272506082
apache-storm,1.1.2,50,l1,single,560,72.74939172749392
apache-storm,1.1.2,50,l2,complete,677,67.0559610705596
apache-storm,1.1.2,50,l2,average,922,55.13381995133819
apache-storm,1.1.2,50,l2,single,519,74.74452554744526
apache-storm,1.1.2,50,manhattan,complete,627,69.48905109489051
apache-storm,1.1.2,50,manhattan,average,567,72.4087591240876
apache-storm,1.1.2,50,manhattan,single,560,72.74939172749392
apache-storm,1.1.2,50,cosine,complete,674,67.20194647201947
apache-storm,1.1.2,50,cosine,average,677,67.0559610705596
apache-storm,1.1.2,50,cosine,single,508,75.27980535279806
apache-storm,1.1.2,100,euclidean,complete,871,57.61557177615572
apache-storm,1.1.2,100,euclidean,average,1598,22.238442822384428
apache-storm,1.1.2,100,euclidean,single,579,71.82481751824817
apache-storm,1.1.2,100,l1,complete,767,62.67639902676399
apache-storm,1.1.2,100,l1,average,679,66.95863746958636
apache-storm,1.1.2,100,l1,single,659,67.93187347931872
apache-storm,1.1.2,100,l2,complete,861,58.1021897810219
apache-storm,1.1.2,100,l2,average,1602,22.043795620437955
apache-storm,1.1.2,100,l2,single,581,71.72749391727493
apache-storm,1.1.2,100,manhattan,complete,765,62.77372262773723
apache-storm,1.1.2,100,manhattan,average,680,66.90997566909975
apache-storm,1.1.2,100,manhattan,single,661,67.8345498783455
apache-storm,1.1.2,100,cosine,complete,804,60.87591240875913
apache-storm,1.1.2,100,cosine,average,1473,28.321167883211686
apache-storm,1.1.2,100,cosine,single,557,72.89537712895378
apache-storm,1.1.2,150,euclidean,complete,1007,50.99756690997567
apache-storm,1.1.2,150,euclidean,average,1595,22.384428223844278
apache-storm,1.1.2,150,euclidean,single,647,68.51581508515815
apache-storm,1.1.2,150,l1,complete,977,52.457420924574215
apache-storm,1.1.2,150,l1,average,781,61.99513381995134
apache-storm,1.1.2,150,l1,single,744,63.7956204379562
apache-storm,1.1.2,150,l2,complete,1014,50.65693430656935
apache-storm,1.1.2,150,l2,average,1598,22.238442822384428
apache-storm,1.1.2,150,l2,single,645,68.61313868613139
apache-storm,1.1.2,150,manhattan,complete,974,52.60340632603406
apache-storm,1.1.2,150,manhattan,average,786,61.75182481751824
apache-storm,1.1.2,150,manhattan,single,745,63.74695863746959
apache-storm,1.1.2,150,cosine,complete,969,52.846715328467155
apache-storm,1.1.2,150,cosine,average,1561,24.03892944038929
apache-storm,1.1.2,150,cosine,single,617,69.9756690997567
apache-storm,1.1.2,200,euclidean,complete,1173,42.91970802919708
apache-storm,1.1.2,200,euclidean,average,1557,24.233576642335763
apache-storm,1.1.2,200,euclidean,single,675,67.15328467153286
apache-storm,1.1.2,200,l1,complete,1044,49.197080291970806
apache-storm,1.1.2,200,l1,average,873,57.51824817518247
apache-storm,1.1.2,200,l1,single,831,59.56204379562045
apache-storm,1.1.2,200,l2,complete,1166,43.26034063260341
apache-storm,1.1.2,200,l2,average,1561,24.03892944038929
apache-storm,1.1.2,200,l2,single,681,66.86131386861314
apache-storm,1.1.2,200,manhattan,complete,1057,48.56447688564477
apache-storm,1.1.2,200,manhattan,average,880,57.177615571776165
apache-storm,1.1.2,200,manhattan,single,833,59.4647201946472
apache-storm,1.1.2,200,cosine,complete,1115,45.742092457420924
apache-storm,1.1.2,200,cosine,average,1541,25.01216545012166
apache-storm,1.1.2,200,cosine,single,661,67.8345498783455
apache-storm,1.1.2,250,euclidean,complete,1213,40.97323600973236
apache-storm,1.1.2,250,euclidean,average,1527,25.693430656934304
apache-storm,1.1.2,250,euclidean,single,735,64.23357664233576
apache-storm,1.1.2,250,l1,complete,1162,43.454987834549875
apache-storm,1.1.2,250,l1,average,950,53.771289537712896
apache-storm,1.1.2,250,l1,single,902,56.107055961070564
apache-storm,1.1.2,250,l2,complete,1208,41.216545012165454
apache-storm,1.1.2,250,l2,average,1530,25.547445255474454
apache-storm,1.1.2,250,l2,single,733,64.330900243309
apache-storm,1.1.2,250,manhattan,complete,1165,43.30900243309003
apache-storm,1.1.2,250,manhattan,average,937,54.40389294403894
apache-storm,1.1.2,250,manhattan,single,905,55.961070559610704
apache-storm,1.1.2,250,cosine,complete,1310,36.25304136253041
apache-storm,1.1.2,250,cosine,average,1509,26.56934306569343
apache-storm,1.1.2,250,cosine,single,715,65.20681265206812
apache-storm,1.1.2,300,euclidean,complete,1315,36.009732360097324
apache-storm,1.1.2,300,euclidean,average,1488,27.591240875912405
apache-storm,1.1.2,300,euclidean,single,779,62.092457420924575
apache-storm,1.1.2,300,l1,complete,1202,41.508515815085154
apache-storm,1.1.2,300,l1,average,1017,50.51094890510949
apache-storm,1.1.2,300,l1,single,952,53.673965936739656
apache-storm,1.1.2,300,l2,complete,1327,35.4257907542579
apache-storm,1.1.2,300,l2,average,1484,27.78588807785888
apache-storm,1.1.2,300,l2,single,773,62.38442822384429
apache-storm,1.1.2,300,manhattan,complete,1202,41.508515815085154
apache-storm,1.1.2,300,manhattan,average,1005,51.09489051094891
apache-storm,1.1.2,300,manhattan,single,951,53.72262773722627
apache-storm,1.1.2,300,cosine,complete,1445,29.68369829683698
apache-storm,1.1.2,300,cosine,average,1482,27.88321167883212
apache-storm,1.1.2,300,cosine,single,760,63.017031630170315
apache-storm,1.1.3,50,euclidean,complete,656,68.07785888077859
apache-storm,1.1.3,50,euclidean,average,900,56.20437956204379
apache-storm,1.1.3,50,euclidean,single,521,74.64720194647202
apache-storm,1.1.3,50,l1,complete,634,69.1484184914842
apache-storm,1.1.3,50,l1,average,572,72.1654501216545
apache-storm,1.1.3,50,l1,single,561,72.7007299270073
apache-storm,1.1.3,50,l2,complete,656,68.07785888077859
apache-storm,1.1.3,50,l2,average,897,56.35036496350365
apache-storm,1.1.3,50,l2,single,521,74.64720194647202
apache-storm,1.1.3,50,manhattan,complete,632,69.24574209245742
apache-storm,1.1.3,50,manhattan,average,572,72.1654501216545
apache-storm,1.1.3,50,manhattan,single,561,72.7007299270073
apache-storm,1.1.3,50,cosine,complete,646,68.56447688564478
apache-storm,1.1.3,50,cosine,average,684,66.71532846715328
apache-storm,1.1.3,50,cosine,single,511,75.1338199513382
apache-storm,1.1.3,100,euclidean,complete,861,58.1021897810219
apache-storm,1.1.3,100,euclidean,average,1589,22.676399026763995
apache-storm,1.1.3,100,euclidean,single,587,71.43552311435523
apache-storm,1.1.3,100,l1,complete,769,62.579075425790755
apache-storm,1.1.3,100,l1,average,682,66.81265206812652
apache-storm,1.1.3,100,l1,single,661,67.8345498783455
apache-storm,1.1.3,100,l2,complete,861,58.1021897810219
apache-storm,1.1.3,100,l2,average,1594,22.433090024330905
apache-storm,1.1.3,100,l2,single,587,71.43552311435523
apache-storm,1.1.3,100,manhattan,complete,767,62.67639902676399
apache-storm,1.1.3,100,manhattan,average,680,66.90997566909975
apache-storm,1.1.3,100,manhattan,single,659,67.93187347931872
apache-storm,1.1.3,100,cosine,complete,853,58.491484184914846
apache-storm,1.1.3,100,cosine,average,1472,28.3698296836983
apache-storm,1.1.3,100,cosine,single,574,72.06812652068126
apache-storm,1.1.3,150,euclidean,complete,977,52.457420924574215
apache-storm,1.1.3,150,euclidean,average,1596,22.33576642335766
apache-storm,1.1.3,150,euclidean,single,640,68.85644768856447
apache-storm,1.1.3,150,l1,complete,1022,50.2676399026764
apache-storm,1.1.3,150,l1,average,764,62.82238442822384
apache-storm,1.1.3,150,l1,single,746,63.69829683698297
apache-storm,1.1.3,150,l2,complete,976,52.506082725060836
apache-storm,1.1.3,150,l2,average,1599,22.189781021897815
apache-storm,1.1.3,150,l2,single,643,68.71046228710462
apache-storm,1.1.3,150,manhattan,complete,1032,49.78102189781022
apache-storm,1.1.3,150,manhattan,average,766,62.7250608272506
apache-storm,1.1.3,150,manhattan,single,739,64.0389294403893
apache-storm,1.1.3,150,cosine,complete,1009,50.900243309002434
apache-storm,1.1.3,150,cosine,average,1560,24.087591240875916
apache-storm,1.1.3,150,cosine,single,637,69.00243309002433
apache-storm,1.1.3,200,euclidean,complete,1148,44.13625304136253
apache-storm,1.1.3,200,euclidean,average,1565,23.844282238442826
apache-storm,1.1.3,200,euclidean,single,704,65.74209245742094
apache-storm,1.1.3,200,l1,complete,1091,46.90997566909976
apache-storm,1.1.3,200,l1,average,861,58.1021897810219
apache-storm,1.1.3,200,l1,single,808,60.681265206812654
apache-storm,1.1.3,200,l2,complete,1167,43.21167883211678
apache-storm,1.1.3,200,l2,average,1566,23.7956204379562
apache-storm,1.1.3,200,l2,single,700,65.93673965936739
apache-storm,1.1.3,200,manhattan,complete,1088,47.05596107055962
apache-storm,1.1.3,200,manhattan,average,865,57.907542579075425
apache-storm,1.1.3,200,manhattan,single,824,59.90267639902677
apache-storm,1.1.3,200,cosine,complete,1185,42.33576642335767
apache-storm,1.1.3,200,cosine,average,1541,25.01216545012166
apache-storm,1.1.3,200,cosine,single,678,67.00729927007299
apache-storm,1.1.3,250,euclidean,complete,1210,41.11922141119222
apache-storm,1.1.3,250,euclidean,average,1530,25.547445255474454
apache-storm,1.1.3,250,euclidean,single,738,64.08759124087591
apache-storm,1.1.3,250,l1,complete,1208,41.216545012165454
apache-storm,1.1.3,250,l1,average,952,53.673965936739656
apache-storm,1.1.3,250,l1,single,891,56.64233576642336
apache-storm,1.1.3,250,l2,complete,1194,41.8978102189781
apache-storm,1.1.3,250,l2,average,1530,25.547445255474454
apache-storm,1.1.3,250,l2,single,748,63.60097323600973
apache-storm,1.1.3,250,manhattan,complete,1219,40.681265206812654
apache-storm,1.1.3,250,manhattan,average,964,53.09002433090024
apache-storm,1.1.3,250,manhattan,single,904,56.00973236009732
apache-storm,1.1.3,250,cosine,complete,1320,35.76642335766424
apache-storm,1.1.3,250,cosine,average,1518,26.131386861313864
apache-storm,1.1.3,250,cosine,single,720,64.96350364963503
apache-storm,1.1.3,300,euclidean,complete,1292,37.12895377128954
apache-storm,1.1.3,300,euclidean,average,1491,27.44525547445256
apache-storm,1.1.3,300,euclidean,single,805,60.8272506082725
apache-storm,1.1.3,300,l1,complete,1242,39.56204379562044
apache-storm,1.1.3,300,l1,average,1020,50.364963503649626
apache-storm,1.1.3,300,l1,single,958,53.381995133819956
apache-storm,1.1.3,300,l2,complete,1299,36.78832116788321
apache-storm,1.1.3,300,l2,average,1489,27.542579075425788
apache-storm,1.1.3,300,l2,single,791,61.50851581508516
apache-storm,1.1.3,300,manhattan,complete,1248,39.27007299270073
apache-storm,1.1.3,300,manhattan,average,1007,50.99756690997567
apache-storm,1.1.3,300,manhattan,single,951,53.72262773722627
apache-storm,1.1.3,300,cosine,complete,1447,29.58637469586375
apache-storm,1.1.3,300,cosine,average,1492,27.396593673965942
apache-storm,1.1.3,300,cosine,single,764,62.82238442822384
apache-storm,1.1.4,50,euclidean,complete,660,67.88321167883211
apache-storm,1.1.4,50,euclidean,average,895,56.447688564476884
apache-storm,1.1.4,50,euclidean,single,515,74.93917274939173
apache-storm,1.1.4,50,l1,complete,628,69.44038929440389
apache-storm,1.1.4,50,l1,average,566,72.45742092457421
apache-storm,1.1.4,50,l1,single,555,72.99270072992701
apache-storm,1.1.4,50,l2,complete,660,67.88321167883211
apache-storm,1.1.4,50,l2,average,895,56.447688564476884
apache-storm,1.1.4,50,l2,single,515,74.93917274939173
apache-storm,1.1.4,50,manhattan,complete,629,69.39172749391727
apache-storm,1.1.4,50,manhattan,average,564,72.55474452554745
apache-storm,1.1.4,50,manhattan,single,555,72.99270072992701
apache-storm,1.1.4,50,cosine,complete,633,69.1970802919708
apache-storm,1.1.4,50,cosine,average,678,67.00729927007299
apache-storm,1.1.4,50,cosine,single,505,75.4257907542579
apache-storm,1.1.4,100,euclidean,complete,854,58.44282238442822
apache-storm,1.1.4,100,euclidean,average,1592,22.530413625304135
apache-storm,1.1.4,100,euclidean,single,579,71.82481751824817
apache-storm,1.1.4,100,l1,complete,770,62.530413625304135
apache-storm,1.1.4,100,l1,average,674,67.20194647201947
apache-storm,1.1.4,100,l1,single,654,68.17518248175183
apache-storm,1.1.4,100,l2,complete,855,58.3941605839416
apache-storm,1.1.4,100,l2,average,1594,22.433090024330905
apache-storm,1.1.4,100,l2,single,579,71.82481751824817
apache-storm,1.1.4,100,manhattan,complete,769,62.579075425790755
apache-storm,1.1.4,100,manhattan,average,674,67.20194647201947
apache-storm,1.1.4,100,manhattan,single,652,68.27250608272506
apache-storm,1.1.4,100,cosine,complete,840,59.12408759124088
apache-storm,1.1.4,100,cosine,average,1483,27.834549878345495
apache-storm,1.1.4,100,cosine,single,568,72.36009732360098
apache-storm,1.1.4,150,euclidean,complete,985,52.06812652068127
apache-storm,1.1.4,150,euclidean,average,1602,22.043795620437955
apache-storm,1.1.4,150,euclidean,single,634,69.1484184914842
apache-storm,1.1.4,150,l1,complete,953,53.625304136253035
apache-storm,1.1.4,150,l1,average,761,62.9683698296837
apache-storm,1.1.4,150,l1,single,736,64.18491484184915
apache-storm,1.1.4,150,l2,complete,981,52.26277372262773
apache-storm,1.1.4,150,l2,average,1600,22.141119221411188
apache-storm,1.1.4,150,l2,single,636,69.05109489051095
apache-storm,1.1.4,150,manhattan,complete,958,53.381995133819956
apache-storm,1.1.4,150,manhattan,average,764,62.82238442822384
apache-storm,1.1.4,150,manhattan,single,740,63.990267639902676
apache-storm,1.1.4,150,cosine,complete,997,51.484184914841855
apache-storm,1.1.4,150,cosine,average,1571,23.55231143552311
apache-storm,1.1.4,150,cosine,single,634,69.1484184914842
apache-storm,1.1.4,200,euclidean,complete,1160,43.552311435523116
apache-storm,1.1.4,200,euclidean,average,1567,23.746958637469582
apache-storm,1.1.4,200,euclidean,single,695,66.1800486618005
apache-storm,1.1.4,200,l1,complete,1015,50.60827250608273
apache-storm,1.1.4,200,l1,average,864,57.95620437956204
apache-storm,1.1.4,200,l1,single,813,60.43795620437956
apache-storm,1.1.4,200,l2,complete,1159,43.600973236009736
apache-storm,1.1.4,200,l2,average,1565,23.844282238442826
apache-storm,1.1.4,200,l2,single,702,65.83941605839416
apache-storm,1.1.4,200,manhattan,complete,1034,49.68369829683699
apache-storm,1.1.4,200,manhattan,average,860,58.15085158150852
apache-storm,1.1.4,200,manhattan,single,818,60.194647201946474
apache-storm,1.1.4,200,cosine,complete,1172,42.968369829683695
apache-storm,1.1.4,200,cosine,average,1546,24.76885644768857
apache-storm,1.1.4,200,cosine,single,670,67.39659367396594
apache-storm,1.1.4,250,euclidean,complete,1199,41.654501216545015
apache-storm,1.1.4,250,euclidean,average,1527,25.693430656934304
apache-storm,1.1.4,250,euclidean,single,752,63.40632603406326
apache-storm,1.1.4,250,l1,complete,1221,40.583941605839414
apache-storm,1.1.4,250,l1,average,932,54.64720194647201
apache-storm,1.1.4,250,l1,single,894,56.4963503649635
apache-storm,1.1.4,250,l2,complete,1212,41.021897810218974
apache-storm,1.1.4,250,l2,average,1528,25.644768856447687
apache-storm,1.1.4,250,l2,single,753,63.35766423357665
apache-storm,1.1.4,250,manhattan,complete,1213,40.97323600973236
apache-storm,1.1.4,250,manhattan,average,956,53.47931873479319
apache-storm,1.1.4,250,manhattan,single,878,57.2749391727494
apache-storm,1.1.4,250,cosine,complete,1319,35.81508515815085
apache-storm,1.1.4,250,cosine,average,1511,26.472019464720198
apache-storm,1.1.4,250,cosine,single,720,64.96350364963503
apache-storm,1.1.4,300,euclidean,complete,1273,38.053527980535286
apache-storm,1.1.4,300,euclidean,average,1485,27.73722627737226
apache-storm,1.1.4,300,euclidean,single,796,61.26520681265206
apache-storm,1.1.4,300,l1,complete,1242,39.56204379562044
apache-storm,1.1.4,300,l1,average,1006,51.046228710462294
apache-storm,1.1.4,300,l1,single,950,53.771289537712896
apache-storm,1.1.4,300,l2,complete,1267,38.34549878345499
apache-storm,1.1.4,300,l2,average,1490,27.49391727493917
apache-storm,1.1.4,300,l2,single,796,61.26520681265206
apache-storm,1.1.4,300,manhattan,complete,1232,40.04866180048662
apache-storm,1.1.4,300,manhattan,average,1011,50.802919708029194
apache-storm,1.1.4,300,manhattan,single,939,54.30656934306569
apache-storm,1.1.4,300,cosine,complete,1449,29.489051094890506
apache-storm,1.1.4,300,cosine,average,1481,27.931873479318735
apache-storm,1.1.4,300,cosine,single,781,61.99513381995134
apache-storm,1.2.0,50,euclidean,complete,643,68.71046228710462
apache-storm,1.2.0,50,euclidean,average,880,57.177615571776165
apache-storm,1.2.0,50,euclidean,single,488,76.25304136253041
apache-storm,1.2.0,50,l1,complete,629,69.39172749391727
apache-storm,1.2.0,50,l1,average,539,73.7712895377129
apache-storm,1.2.0,50,l1,single,534,74.01459854014598
apache-storm,1.2.0,50,l2,complete,643,68.71046228710462
apache-storm,1.2.0,50,l2,average,881,57.12895377128954
apache-storm,1.2.0,50,l2,single,488,76.25304136253041
apache-storm,1.2.0,50,manhattan,complete,629,69.39172749391727
apache-storm,1.2.0,50,manhattan,average,539,73.7712895377129
apache-storm,1.2.0,50,manhattan,single,534,74.01459854014598
apache-storm,1.2.0,50,cosine,complete,592,71.19221411192214
apache-storm,1.2.0,50,cosine,average,747,63.64963503649634
apache-storm,1.2.0,50,cosine,single,468,77.22627737226277
apache-storm,1.2.0,100,euclidean,complete,825,59.85401459854014
apache-storm,1.2.0,100,euclidean,average,1635,20.43795620437956
apache-storm,1.2.0,100,euclidean,single,541,73.67396593673966
apache-storm,1.2.0,100,l1,complete,756,63.21167883211679
apache-storm,1.2.0,100,l1,average,659,67.93187347931872
apache-storm,1.2.0,100,l1,single,628,69.44038929440389
apache-storm,1.2.0,100,l2,complete,824,59.90267639902677
apache-storm,1.2.0,100,l2,average,1641,20.145985401459853
apache-storm,1.2.0,100,l2,single,536,73.91727493917276
apache-storm,1.2.0,100,manhattan,complete,753,63.35766423357665
apache-storm,1.2.0,100,manhattan,average,658,67.98053527980535
apache-storm,1.2.0,100,manhattan,single,632,69.24574209245742
apache-storm,1.2.0,100,cosine,complete,805,60.8272506082725
apache-storm,1.2.0,100,cosine,average,1544,24.8661800486618
apache-storm,1.2.0,100,cosine,single,513,75.03649635036497
apache-storm,1.2.0,150,euclidean,complete,957,53.430656934306576
apache-storm,1.2.0,150,euclidean,average,1646,19.902676399026763
apache-storm,1.2.0,150,euclidean,single,608,70.41362530413625
apache-storm,1.2.0,150,l1,complete,941,54.20924574209246
apache-storm,1.2.0,150,l1,average,767,62.67639902676399
apache-storm,1.2.0,150,l1,single,728,64.57420924574208
apache-storm,1.2.0,150,l2,complete,963,53.13868613138686
apache-storm,1.2.0,150,l2,average,1642,20.097323600973237
apache-storm,1.2.0,150,l2,single,608,70.41362530413625
apache-storm,1.2.0,150,manhattan,complete,938,54.35523114355232
apache-storm,1.2.0,150,manhattan,average,765,62.77372262773723
apache-storm,1.2.0,150,manhattan,single,725,64.72019464720195
apache-storm,1.2.0,150,cosine,complete,960,53.284671532846716
apache-storm,1.2.0,150,cosine,average,1607,21.800486618004868
apache-storm,1.2.0,150,cosine,single,564,72.55474452554745
apache-storm,1.2.0,200,euclidean,complete,1203,41.45985401459854
apache-storm,1.2.0,200,euclidean,average,1612,21.557177615571778
apache-storm,1.2.0,200,euclidean,single,634,69.1484184914842
apache-storm,1.2.0,200,l1,complete,1073,47.785888077858885
apache-storm,1.2.0,200,l1,average,871,57.61557177615572
apache-storm,1.2.0,200,l1,single,813,60.43795620437956
apache-storm,1.2.0,200,l2,complete,1200,41.6058394160584
apache-storm,1.2.0,200,l2,average,1608,21.75182481751825
apache-storm,1.2.0,200,l2,single,641,68.80778588807786
apache-storm,1.2.0,200,manhattan,complete,1068,48.02919708029197
apache-storm,1.2.0,200,manhattan,average,879,57.22627737226278
apache-storm,1.2.0,200,manhattan,single,810,60.58394160583942
apache-storm,1.2.0,200,cosine,complete,1155,43.79562043795621
apache-storm,1.2.0,200,cosine,average,1573,23.45498783454988
apache-storm,1.2.0,200,cosine,single,618,69.92700729927007
apache-storm,1.2.0,250,euclidean,complete,1256,38.880778588807786
apache-storm,1.2.0,250,euclidean,average,1572,23.503649635036496
apache-storm,1.2.0,250,euclidean,single,694,66.22871046228711
apache-storm,1.2.0,250,l1,complete,1150,44.038929440389296
apache-storm,1.2.0,250,l1,average,951,53.72262773722627
apache-storm,1.2.0,250,l1,single,890,56.69099756690997
apache-storm,1.2.0,250,l2,complete,1250,39.17274939172749
apache-storm,1.2.0,250,l2,average,1575,23.357664233576646
apache-storm,1.2.0,250,l2,single,690,66.42335766423358
apache-storm,1.2.0,250,manhattan,complete,1159,43.600973236009736
apache-storm,1.2.0,250,manhattan,average,957,53.430656934306576
apache-storm,1.2.0,250,manhattan,single,904,56.00973236009732
apache-storm,1.2.0,250,cosine,complete,1369,33.381995133819956
apache-storm,1.2.0,250,cosine,average,1557,24.233576642335763
apache-storm,1.2.0,250,cosine,single,677,67.0559610705596
apache-storm,1.2.0,300,euclidean,complete,1385,32.60340632603407
apache-storm,1.2.0,300,euclidean,average,1535,25.304136253041364
apache-storm,1.2.0,300,euclidean,single,741,63.94160583941606
apache-storm,1.2.0,300,l1,complete,1174,42.87104622871046
apache-storm,1.2.0,300,l1,average,1016,50.559610705596114
apache-storm,1.2.0,300,l1,single,962,53.187347931873475
apache-storm,1.2.0,300,l2,complete,1376,33.04136253041362
apache-storm,1.2.0,300,l2,average,1532,25.450121654501213
apache-storm,1.2.0,300,l2,single,753,63.35766423357665
apache-storm,1.2.0,300,manhattan,complete,1188,42.18978102189781
apache-storm,1.2.0,300,manhattan,average,1032,49.78102189781022
apache-storm,1.2.0,300,manhattan,single,969,52.846715328467155
apache-storm,1.2.0,300,cosine,complete,1468,28.564476885644773
apache-storm,1.2.0,300,cosine,average,1526,25.742092457420927
apache-storm,1.2.0,300,cosine,single,731,64.42822384428224
apache-storm,1.2.1,50,euclidean,complete,640,68.85644768856447
apache-storm,1.2.1,50,euclidean,average,865,57.907542579075425
